ad_id,reporting_start,reporting_end ,Campaign_Name ,campaign_id,fb_campaign_id,age,gender,interest,impressions,Clicks,Spent,Total_Conversion,,Approved_Conversion,Conversion rate,Revenue ,Likes ,Comments ,Shares ,CTR,ROI,Engagement Rate 
778422,27-08-2017,27-08-2017,Festive Offer Drive ,936,115848,40-44,F,25,11911,1,? 0.97,1,,0,0.00%,? 158.00,22,15,5,0.03%,388990%,0.35261523
778461,27-08-2017,27-08-2017,Festive Offer Drive ,936,115854,40-44,M,16,10090,2,? 3.15,1,,1,100.00%,? 107.00,11,13,5,0.03%,393774%,0.28741328
778471,27-08-2017,27-08-2017,Festive Offer Drive ,936,115856,30-34,M,16,1273,10,? 11.95,1,,0,0.00%,? 237.00,10,8,8,0.05%,0%,2.042419482
778483,27-08-2017,27-08-2017,Festive Offer Drive ,936,115858,40-44,F,16,24188,1,? 1.36,1,,0,0.00%,? 133.00,25,5,4,0.02%,152592%,0.14056557
778529,27-08-2017,27-08-2017,Festive Offer Drive ,936,115866,30-34,M,10,2214,1,? 1.48,1,,0,0.00%,? 275.00,23,18,2,0.03%,0%,1.942186089
778556,28-08-2017,28-08-2017,Festive Offer Drive ,936,115870,40-44,M,27,9735,1,? 1.48,1,,0,0.00%,? 291.00,17,20,3,0.04%,694600%,0.410888546
778590,28-08-2017,28-08-2017,Festive Offer Drive ,936,115876,30-34,M,64,1371,5,? 7.27,1,,0,0.00%,? 198.00,10,6,3,0.05%,0%,1.385849745
778600,29-08-2017,29-08-2017,Festive Offer Drive ,936,115878,40-44,F,22,10750,1,? 0.41,1,,0,0.00%,? 134.00,16,20,8,0.05%,238609%,0.409302326
778626,29-08-2017,29-08-2017,Festive Offer Drive ,936,115882,30-34,M,27,7629,2,? 2.68,1,,0,0.00%,? 169.00,19,10,2,0.06%,2337222%,0.406344213
778628,29-08-2017,29-08-2017,Festive Offer Drive ,936,115882,30-34,M,16,4608,4,? 6.08,2,,0,0.00%,? 121.00,21,2,9,0.03%,0%,0.694444444
778674,29-08-2017,29-08-2017,Festive Offer Drive ,936,115890,35-39,M,20,3732,1,? 1.51,1,,1,100.00%,? 113.00,22,20,4,0.05%,0%,1.232583065
778689,30-08-2017,30-08-2017,Festive Offer Drive ,936,115892,30-34,M,20,7453,0,? 0.00,0,,0,0.00%,? 283.00,23,6,9,0.00%,1674524%,0.509861801
778722,30-08-2017,30-08-2017,Festive Offer Drive ,936,115898,35-39,F,20,41785,2,? 2.10,2,,0,0.00%,? 185.00,16,16,5,0.04%,86859%,0.088548522
778737,30-08-2017,30-08-2017,Festive Offer Drive ,936,115900,35-39,M,28,8077,1,? 1.56,1,,1,100.00%,? 108.00,19,12,9,0.04%,291676%,0.495233379
778756,30-08-2017,30-08-2017,Festive Offer Drive ,936,115904,35-39,F,10,5602,2,? 2.96,1,,0,0.00%,? 203.00,25,2,6,0.04%,1274810%,0.58907533
778804,30-08-2017,30-08-2017,Festive Offer Drive ,936,115912,30-34,M,16,6184,8,? 12.37,1,,1,100.00%,? 113.00,15,7,8,0.03%,400909%,0.485122898
778808,29-08-2017,29-08-2017,Festive Offer Drive ,936,115912,30-34,M,10,1738,141,? 254.05,28,,14,50.00%,? 159.00,22,5,4,0.01%,0%,1.783659379
778964,29-08-2017,29-08-2017,Festive Offer Drive ,936,115938,35-39,F,10,112460,67,? 122.40,13,,5,38.46%,? 185.00,20,18,9,0.01%,34805%,0.041792637
779057,29-08-2017,29-08-2017,Festive Offer Drive ,936,115954,40-44,M,10,4414,50,? 86.33,5,,2,40.00%,? 159.00,21,2,9,0.01%,0%,0.724966017
779106,28-08-2017,28-08-2017,Festive Offer Drive ,936,115962,35-39,F,10,14670,86,? 161.91,11,,2,18.18%,? 239.00,18,20,7,0.01%,243985%,0.306748466
779438,28-08-2017,28-08-2017,Festive Offer Drive ,936,116031,30-34,F,15,33144,1,? 1.82,1,,0,0.00%,? 233.00,17,15,4,0.00%,163751%,0.108616944
779453,29-08-2017,29-08-2017,Festive Offer Drive ,936,116033,45-49,M,15,4397,123,? 236.77,24,,10,41.67%,? 222.00,13,11,5,0.01%,2326842%,0.659540596
779488,29-08-2017,29-08-2017,Festive Offer Drive ,936,116039,45-49,M,15,1006,340,? 639.95,60,,17,28.33%,? 201.00,21,2,6,0.01%,0%,2.882703777
779573,29-08-2017,29-08-2017,Festive Offer Drive ,936,116053,35-39,F,15,89527,1,? 1.59,2,,1,50.00%,? 173.00,16,4,9,0.00%,43577%,0.032392463
779608,29-08-2017,29-08-2017,Festive Offer Drive ,936,116059,35-39,F,15,2459,30,? 52.97,7,,3,42.86%,? 152.00,23,15,3,0.01%,0%,1.667344449
779609,29-08-2017,29-08-2017,Festive Offer Drive ,936,116059,35-39,F,16,7116,202,? 360.15,40,,21,52.50%,? 260.00,24,20,4,0.01%,1492890%,0.674536256
779622,29-08-2017,29-08-2017,Festive Offer Drive ,936,116061,30-34,F,16,8613,9,? 16.52,5,,2,40.00%,? 271.00,13,2,7,0.01%,3034944%,0.255427842
779631,19-08-2017,19-08-2017,Festive Offer Drive ,936,116063,35-39,F,16,9730,1,? 1.54,2,,0,0.00%,? 223.00,23,15,5,0.00%,1605942%,0.441932169
779644,19-08-2017,19-08-2017,Festive Offer Drive ,936,116065,30-34,F,16,51816,95,? 163.90,26,,14,53.85%,? 211.00,13,2,6,0.01%,196256%,0.040528022
779645,22-08-2017,22-08-2017,Festive Offer Drive ,936,116065,30-34,F,18,27289,123,? 210.36,6,,2,33.33%,? 251.00,24,13,4,0.01%,556591%,0.150243688
779715,22-08-2017,22-08-2017,Festive Offer Drive ,936,116077,30-34,F,18,20409,20,? 35.73,4,,1,25.00%,? 252.00,20,8,4,0.01%,647963%,0.156793571
779716,22-08-2017,22-08-2017,Festive Offer Drive ,936,116077,30-34,F,18,8044,120,? 215.84,7,,4,57.14%,? 103.00,14,12,7,0.01%,917928%,0.41024366
779738,22-08-2017,22-08-2017,Festive Offer Drive ,936,116081,30-34,F,18,15645,2,? 3.80,1,,0,0.00%,? 276.00,17,12,3,0.01%,505888%,0.204538191
779778,22-08-2017,22-08-2017,Festive Offer Drive ,936,116087,30-34,F,19,2466,55,? 96.80,3,,0,0.00%,? 259.00,15,3,8,0.01%,0%,1.054339011
779789,22-08-2017,22-08-2017,Festive Offer Drive ,936,116089,45-49,M,19,11611,89,? 157.33,7,,4,57.14%,? 213.00,19,5,6,0.02%,529240%,0.258375678
779824,22-08-2017,22-08-2017,Festive Offer Drive ,936,116095,45-49,M,19,9375,15,? 26.57,1,,1,100.00%,? 212.00,22,18,4,0.02%,517363%,0.469333333
779871,22-08-2017,22-08-2017,Festive Offer Drive ,936,116103,30-34,F,19,4402,54,? 93.09,7,,3,42.86%,? 234.00,11,9,7,0.02%,1749398%,0.613357565
779918,22-08-2017,22-08-2017,Festive Offer Drive ,936,116111,30-34,F,20,8469,46,? 78.92,5,,1,20.00%,? 258.00,20,3,2,0.01%,824951%,0.295194238
779922,22-08-2017,22-08-2017,Festive Offer Drive ,936,116111,30-34,F,20,5823,58,? 103.15,3,,0,0.00%,? 166.00,18,4,2,0.02%,1159014%,0.412158681
779944,21-08-2017,21-08-2017,Festive Offer Drive ,936,116115,35-39,M,20,2549,22,? 36.53,3,,1,33.33%,? 161.00,13,2,6,0.01%,0%,0.823852491
779979,21-08-2017,21-08-2017,Festive Offer Drive ,936,116121,35-39,M,20,25817,15,? 28.85,2,,1,50.00%,? 152.00,10,2,8,0.01%,242492%,0.077468335
779995,21-08-2017,21-08-2017,Festive Offer Drive ,936,116123,30-34,F,20,1961,152,? 257.71,20,,9,45.00%,? 183.00,21,17,9,0.02%,0%,2.396736359
780064,21-08-2017,21-08-2017,Festive Offer Drive ,936,116135,30-34,F,20,2554,5,? 7.22,2,,0,0.00%,? 141.00,23,14,4,0.01%,0%,1.60532498
780104,21-08-2017,21-08-2017,Festive Offer Drive ,936,116147,30-34,F,21,4971,4,? 7.90,2,,1,50.00%,? 210.00,17,15,9,0.01%,1697317%,0.824783746
780199,22-08-2017,22-08-2017,Festive Offer Drive ,936,116163,35-39,F,21,1030,34,? 62.06,2,,1,50.00%,? 186.00,10,13,8,0.01%,0%,3.009708738
780318,22-08-2017,22-08-2017,Festive Offer Drive ,936,116183,45-49,F,21,162341,1,? 2.10,2,,1,50.00%,? 109.00,22,12,2,0.01%,4141%,0.022175544
780323,21-08-2017,21-08-2017,Festive Offer Drive ,936,116183,45-49,F,21,24542,7,? 14.14,2,,2,100.00%,? 237.00,10,12,5,0.01%,244019%,0.110015484
780486,21-08-2017,21-08-2017,Festive Offer Drive ,936,116216,30-34,F,21,2879,12,? 23.73,4,,2,50.00%,? 242.00,15,8,8,0.01%,0%,1.076762765
780498,22-08-2017,22-08-2017,Festive Offer Drive ,936,116218,30-34,F,22,13621,1,? 1.71,1,,0,0.00%,? 108.00,17,12,8,0.00%,254059%,0.27163938
780511,23-08-2017,23-08-2017,Festive Offer Drive ,936,116220,30-34,F,22,6175,5,? 9.44,1,,0,0.00%,? 285.00,22,11,7,0.01%,2070292%,0.647773279
780629,24-08-2017,24-08-2017,Festive Offer Drive ,936,116240,30-34,F,22,2963,16,? 27.80,1,,0,0.00%,? 122.00,16,14,9,0.01%,0%,1.316233547
780653,24-08-2017,24-08-2017,Festive Offer Drive ,936,116244,30-34,F,22,9076,35,? 67.65,5,,2,40.00%,? 132.00,10,13,8,0.01%,946522%,0.341560159
780655,24-08-2017,24-08-2017,Festive Offer Drive ,936,116244,30-34,F,23,20941,2,? 2.98,1,,0,0.00%,? 252.00,12,5,8,0.01%,416396%,0.119383029
780666,24-08-2017,24-08-2017,Festive Offer Drive ,936,116246,45-49,F,23,3462,2,? 3.24,1,,0,0.00%,? 174.00,12,11,9,0.01%,0%,0.924321202
780681,24-08-2017,24-08-2017,Festive Offer Drive ,936,116248,30-34,F,23,4073,31,? 52.26,5,,2,40.00%,? 155.00,14,2,4,0.01%,0%,0.491038547
780700,18-08-2017,18-08-2017,Festive Offer Drive ,936,116252,30-34,F,24,3745,7,? 13.04,1,,1,100.00%,? 125.00,13,19,6,0.01%,0%,1.014686248
780748,18-08-2017,18-08-2017,Festive Offer Drive ,936,116265,30-34,F,24,830,23,? 38.39,5,,1,20.00%,? 293.00,17,7,5,0.01%,0%,3.493975904
780759,18-08-2017,18-08-2017,Festive Offer Drive ,936,116267,45-49,F,25,2912,80,? 138.77,9,,2,22.22%,? 296.00,12,13,6,0.01%,0%,1.06456044
780760,24-08-2017,24-08-2017,Festive Offer Drive ,936,116267,45-49,F,25,17167,145,? 260.38,23,,7,30.43%,? 138.00,23,3,6,0.01%,189711%,0.186404147
780797,24-08-2017,24-08-2017,Festive Offer Drive ,936,116273,30-34,F,25,24491,6,? 8.55,1,,0,0.00%,? 293.00,15,19,9,0.01%,297128%,0.175574701
780799,23-08-2017,23-08-2017,Festive Offer Drive ,936,116273,30-34,F,26,44699,9,? 15.63,1,,0,0.00%,? 134.00,17,11,9,0.01%,67457%,0.082775901
780821,23-08-2017,23-08-2017,Festive Offer Drive ,936,116277,30-34,F,26,6469,33,? 60.20,3,,0,0.00%,? 124.00,21,3,9,0.01%,936565%,0.510125213
780830,23-08-2017,23-08-2017,Festive Offer Drive ,936,116279,45-49,F,26,16053,20,? 34.19,1,,0,0.00%,? 244.00,10,10,9,0.01%,588039%,0.180651592
780835,23-08-2017,23-08-2017,Festive Offer Drive ,936,116279,45-49,F,26,54724,2,? 3.24,3,,0,0.00%,? 116.00,23,19,3,0.01%,54696%,0.082230831
780867,23-08-2017,23-08-2017,Festive Offer Drive ,936,116285,30-34,F,27,4706,3,? 5.14,2,,1,50.00%,? 217.00,17,20,5,0.01%,1768688%,0.892477688
780974,23-08-2017,23-08-2017,Festive Offer Drive ,936,116303,40-44,F,27,8316,120,? 216.56,22,,4,18.18%,? 278.00,18,15,5,0.01%,598315%,0.456950457
781066,23-08-2017,23-08-2017,Festive Offer Drive ,936,116323,40-44,F,27,5794,53,? 93.07,5,,0,0.00%,? 148.00,17,17,4,0.01%,641982%,0.65585088
781114,23-08-2017,23-08-2017,Festive Offer Drive ,936,116331,40-44,F,27,4813,30,? 56.06,1,,0,0.00%,? 254.00,14,16,4,0.01%,2456019%,0.706420112
781159,23-08-2017,23-08-2017,Festive Offer Drive ,936,116339,40-44,F,27,85285,31,? 54.10,5,,2,40.00%,? 140.00,15,19,3,0.01%,28749%,0.043383948
781162,21-08-2017,21-08-2017,Festive Offer Drive ,936,116339,40-44,F,28,5839,5,? 7.80,2,,1,50.00%,? 169.00,20,15,4,0.01%,1223577%,0.667922589
781175,21-08-2017,21-08-2017,Festive Offer Drive ,936,116341,40-44,F,28,5859,3,? 5.22,1,,0,0.00%,? 173.00,14,19,5,0.01%,1113377%,0.648574842
781187,18-08-2017,18-08-2017,Festive Offer Drive ,936,116343,40-44,F,28,164118,206,? 358.55,31,,7,22.58%,? 220.00,20,3,9,0.02%,27244%,0.019498166
781195,18-08-2017,18-08-2017,Festive Offer Drive ,936,116345,35-39,F,28,18234,159,? 280.99,13,,2,15.38%,? 282.00,23,14,6,0.01%,351076%,0.235823187
781207,18-08-2017,18-08-2017,Festive Offer Drive ,936,116347,35-39,F,29,2755,65,? 115.12,10,,5,50.00%,? 190.00,25,17,3,0.01%,0%,1.633393829
781303,19-08-2017,19-08-2017,Festive Offer Drive ,936,116363,35-39,F,29,73676,128,? 219.77,22,,8,36.36%,? 152.00,18,5,5,0.01%,43333%,0.038004235
781305,19-08-2017,19-08-2017,Festive Offer Drive ,936,116363,35-39,F,29,18421,30,? 52.02,4,,1,25.00%,? 230.00,17,20,4,0.01%,218175%,0.222572064
781327,19-08-2017,19-08-2017,Festive Offer Drive ,936,116367,35-39,F,29,164754,22,? 35.31,22,,12,54.55%,? 198.00,21,7,3,0.01%,19126%,0.018815932
781353,19-08-2017,19-08-2017,Festive Offer Drive ,936,116371,35-39,F,29,7449,38,? 63.32,8,,3,37.50%,? 281.00,16,18,3,0.01%,1703415%,0.496710968
781354,19-08-2017,19-08-2017,Festive Offer Drive ,936,116371,35-39,F,30,6424,32,? 54.24,1,,0,0.00%,? 275.00,19,8,3,0.01%,5178680%,0.466998755
781438,18-08-2017,18-08-2017,Festive Offer Drive ,936,116385,30-34,M,30,2086,39,? 65.23,2,,1,50.00%,? 215.00,15,15,5,0.01%,0%,1.677852349
781470,18-08-2017,18-08-2017,Festive Offer Drive ,936,116391,35-39,M,30,6016,3,? 4.21,1,,0,0.00%,? 191.00,12,16,8,0.01%,0%,0.598404255
781499,18-08-2017,18-08-2017,Festive Offer Drive ,936,116395,35-39,M,30,6412,30,? 48.61,8,,1,12.50%,? 143.00,17,7,7,0.02%,1033796%,0.483468497
781508,24-08-2017,24-08-2017,Festive Offer Drive ,936,116397,30-34,F,31,5040,10,? 13.92,4,,2,50.00%,? 199.00,23,13,4,0.01%,1371944%,0.793650794
781556,24-08-2017,24-08-2017,Festive Offer Drive ,936,116405,30-34,F,31,1772,5,? 11.06,1,,0,0.00%,? 270.00,15,16,7,0.01%,0%,2.144469526
781559,18-08-2017,18-08-2017,Festive Offer Drive ,936,116405,30-34,F,32,1783,43,? 87.42,4,,0,0.00%,? 145.00,19,2,8,0.01%,0%,1.626472238
781606,18-08-2017,18-08-2017,Festive Offer Drive ,936,116413,35-39,M,32,8200,1,? 1.66,1,,1,100.00%,? 115.00,21,1,3,0.00%,283367%,0.304878049
781690,18-08-2017,18-08-2017,Festive Offer Drive ,936,116427,45-49,F,32,115896,4,? 6.74,1,,0,0.00%,? 160.00,16,7,2,0.01%,22362%,0.021571064
781811,18-08-2017,18-08-2017,Festive Offer Drive ,936,116447,35-39,F,36,10186,5,? 8.22,3,,2,66.67%,? 283.00,16,2,5,0.02%,2290813%,0.225800118
781857,18-08-2017,18-08-2017,Festive Offer Drive ,936,116455,30-34,M,36,9134,3,? 5.58,1,,0,0.00%,? 245.00,10,20,9,0.01%,576124%,0.426976133
781858,18-08-2017,18-08-2017,Festive Offer Drive ,936,116455,30-34,M,36,3385,6,? 9.23,1,,1,100.00%,? 255.00,19,16,3,0.01%,1760833%,1.122599705
781907,19-08-2017,19-08-2017,Festive Offer Drive ,936,116463,45-49,F,36,1314,20,? 34.23,2,,1,50.00%,? 156.00,18,12,3,0.01%,0%,2.511415525
781928,19-08-2017,19-08-2017,Festive Offer Drive ,936,116467,30-34,M,36,2916,2,? 3.15,1,,0,0.00%,? 191.00,12,3,4,0.01%,0%,0.651577503
781929,20-08-2017,20-08-2017,Festive Offer Drive ,936,116467,30-34,M,36,6142,13,? 20.21,3,,1,33.33%,? 257.00,23,9,2,0.01%,1922331%,0.553565614
781950,20-08-2017,20-08-2017,Festive Offer Drive ,936,116471,30-34,F,63,1984,31,? 59.44,3,,2,66.67%,? 208.00,19,9,4,0.01%,0%,1.612903226
781999,20-08-2017,20-08-2017,Festive Offer Drive ,936,116479,30-34,M,63,9142,22,? 38.59,2,,1,50.00%,? 266.00,24,6,3,0.01%,699333%,0.360971341
782001,20-08-2017,20-08-2017,Festive Offer Drive ,936,116479,30-34,M,63,5475,11,? 21.85,4,,1,25.00%,? 129.00,25,4,4,0.01%,462527%,0.602739726
782022,20-08-2017,20-08-2017,Festive Offer Drive ,936,116483,30-34,F,63,8254,1,? 1.96,1,,0,0.00%,? 148.00,17,3,6,0.01%,627931%,0.314998788
782026,21-08-2017,21-08-2017,Festive Offer Drive ,936,116483,30-34,F,64,5704,14,? 22.32,1,,0,0.00%,? 248.00,16,14,4,0.01%,1868788%,0.596072931
782130,21-08-2017,21-08-2017,Festive Offer Drive ,936,116501,30-34,F,64,7301,66,? 110.24,7,,2,28.57%,? 244.00,12,9,8,0.02%,0%,0.397205862
782134,21-08-2017,21-08-2017,Festive Offer Drive ,936,116501,30-34,F,64,37873,19,? 29.75,2,,2,100.00%,? 121.00,23,19,7,0.01%,186110%,0.129379769
782135,20-08-2017,20-08-2017,Festive Offer Drive ,936,116501,30-34,F,64,25267,12,? 18.47,1,,0,0.00%,? 181.00,19,9,8,0.01%,356397%,0.142478331
782171,20-08-2017,20-08-2017,Festive Offer Drive ,936,116507,30-34,F,65,535,23,? 36.24,1,,0,0.00%,? 264.00,22,9,9,0.02%,0%,7.476635514
782180,19-08-2017,19-08-2017,Festive Offer Drive ,936,116509,30-34,M,65,3396,50,? 76.44,3,,1,33.33%,? 210.00,18,5,9,0.02%,0%,0.942285041
782219,19-08-2017,19-08-2017,Festive Offer Drive ,936,116515,30-34,M,2,977,7,? 11.80,6,,2,33.33%,? 170.00,13,8,3,0.01%,0%,2.456499488
782228,19-08-2017,19-08-2017,Festive Offer Drive ,936,116517,40-44,F,2,12318,14,? 26.82,2,,1,50.00%,? 154.00,22,6,4,0.01%,232902%,0.259782432
782242,19-08-2017,19-08-2017,Festive Offer Drive ,936,116519,30-34,F,2,4783,38,? 65.67,5,,4,80.00%,? 128.00,13,20,8,0.02%,1478372%,0.857202593
782275,19-08-2017,19-08-2017,Festive Offer Drive ,936,116525,30-34,F,7,6475,20,? 32.24,2,,1,50.00%,? 300.00,17,7,9,0.01%,2212222%,0.50965251
782337,20-08-2017,20-08-2017,Festive Offer Drive ,936,116535,45-49,F,7,104578,142,? 245.60,22,,8,36.36%,? 188.00,14,20,7,0.01%,37898%,0.039205187
782407,20-08-2017,20-08-2017,Festive Offer Drive ,936,116547,45-49,F,7,33664,11,? 17.64,5,,3,60.00%,? 238.00,24,4,4,0.01%,180248%,0.095057034
782443,20-08-2017,20-08-2017,Festive Offer Drive ,936,116553,40-44,F,7,979,25,? 38.55,4,,1,25.00%,? 125.00,12,2,6,0.01%,0%,2.042900919
782541,20-08-2017,20-08-2017,Festive Offer Drive ,936,116569,40-44,F,66,7337,23,? 40.76,1,,0,0.00%,? 241.00,23,17,2,0.01%,580686%,0.572441052
782587,18-08-2017,18-08-2017,Festive Offer Drive ,936,116577,30-34,M,66,2499,4,? 6.37,1,,0,0.00%,? 246.00,17,3,9,0.01%,0%,1.160464186
782647,18-08-2017,18-08-2017,Festive Offer Drive ,936,116587,40-44,F,66,11244,51,? 89.76,3,,1,33.33%,? 289.00,24,11,5,0.02%,625165%,0.355745286
782658,23-08-2017,23-08-2017,Festive Offer Drive ,936,116589,30-34,M,10,4827,9,? 16.15,1,,0,0.00%,? 134.00,23,5,6,0.01%,0%,0.704371245
782694,23-08-2017,23-08-2017,Festive Offer Drive ,936,116595,35-39,F,10,29035,100,? 189.13,13,,3,23.08%,? 270.00,24,12,4,0.01%,293030%,0.137764767
782706,23-08-2017,23-08-2017,Festive Offer Drive ,936,116597,35-39,F,10,761,5,? 8.53,1,,0,0.00%,? 236.00,25,3,4,0.01%,0%,4.20499343
782754,23-08-2017,23-08-2017,Festive Offer Drive ,936,116605,35-39,F,10,6532,39,? 67.77,7,,3,42.86%,? 142.00,14,6,2,0.01%,871988%,0.336803429
782815,23-08-2017,23-08-2017,Festive Offer Drive ,936,116615,40-44,F,10,11537,50,? 96.90,4,,1,25.00%,? 274.00,11,9,5,0.01%,627209%,0.216694115
782816,23-08-2017,23-08-2017,Festive Offer Drive ,936,116615,40-44,F,15,12183,21,? 37.13,1,,1,100.00%,? 107.00,21,16,4,0.01%,362822%,0.336534515
782862,23-08-2017,23-08-2017,Festive Offer Drive ,936,116623,35-39,F,15,5912,29,? 53.16,2,,1,50.00%,? 263.00,22,14,7,0.02%,1675897%,0.727334235
950068,23-08-2017,23-08-2017,Festive Offer Drive ,936,123438,30-34,M,15,4012,118,? 192.93,5,,2,40.00%,? 269.00,18,3,3,0.02%,1703376%,0.598205384
950078,22-08-2017,22-08-2017,Festive Offer Drive ,936,123440,30-34,M,16,12396,128,? 236.12,17,,6,35.29%,? 170.00,14,17,7,0.01%,519595%,0.3065505
950079,22-08-2017,22-08-2017,Festive Offer Drive ,936,123440,30-34,M,16,3142,7,? 12.57,2,,0,0.00%,? 234.00,23,16,3,0.01%,0%,1.336728199
950099,22-08-2017,22-08-2017,Festive Offer Drive ,936,123443,30-34,M,16,1120,7,? 12.58,1,,1,100.00%,? 166.00,11,20,8,0.01%,0%,3.482142857
950109,22-08-2017,22-08-2017,Festive Offer Drive ,936,123445,30-34,M,18,343,16,? 28.05,2,,1,50.00%,? 147.00,21,17,3,0.01%,0%,11.95335277
950170,22-08-2017,22-08-2017,Festive Offer Drive ,936,123455,30-34,M,18,1720,50,? 83.48,4,,2,50.00%,? 266.00,21,17,7,0.02%,0%,2.61627907
950179,22-08-2017,22-08-2017,Festive Offer Drive ,936,123457,30-34,M,18,3423,19,? 30.48,1,,1,100.00%,? 151.00,13,4,8,0.01%,0%,0.730353491
950182,22-08-2017,22-08-2017,Festive Offer Drive ,936,123457,30-34,M,18,3242,13,? 20.30,2,,1,50.00%,? 125.00,10,1,4,0.01%,0%,0.46267736
950183,22-08-2017,22-08-2017,Festive Offer Drive ,936,123457,30-34,M,19,15720,68,? 131.58,8,,1,12.50%,? 214.00,15,10,4,0.02%,1540725%,0.184478372
950200,22-08-2017,22-08-2017,Festive Offer Drive ,936,123460,30-34,M,19,1217,9,? 14.63,2,,0,0.00%,? 152.00,20,16,4,0.01%,0%,3.286770748
950224,22-08-2017,22-08-2017,Festive Offer Drive ,936,123464,40-44,M,20,2367,38,? 64.47,6,,1,16.67%,? 295.00,21,19,3,0.02%,1028732%,1.816645543
950326,22-08-2017,22-08-2017,Festive Offer Drive ,936,123481,35-39,M,20,6607,21,? 30.15,3,,2,66.67%,? 253.00,23,1,5,0.02%,1906667%,0.438928409
950345,23-08-2017,23-08-2017,Festive Offer Drive ,936,123484,30-34,M,20,616,37,? 62.25,5,,2,40.00%,? 273.00,10,17,5,0.02%,0%,5.194805195
950452,23-08-2017,23-08-2017,Festive Offer Drive ,936,123502,45-49,M,21,5537,42,? 78.04,3,,1,33.33%,? 300.00,14,6,7,0.02%,1963684%,0.48762868
950463,19-08-2017,19-08-2017,Festive Offer Drive ,936,123504,45-49,M,21,818,2,? 3.40,1,,0,0.00%,? 258.00,15,7,6,0.01%,0%,3.422982885
950495,19-08-2017,19-08-2017,Festive Offer Drive ,936,123509,45-49,M,22,1909,10,? 14.83,2,,0,0.00%,? 176.00,19,16,3,0.01%,1785918%,1.99057098
950521,18-08-2017,18-08-2017,Festive Offer Drive ,936,123514,30-34,M,22,351,13,? 22.43,1,,1,100.00%,? 104.00,17,16,8,0.01%,0%,11.68091168
950531,19-08-2017,19-08-2017,Festive Offer Drive ,936,123515,45-49,M,22,572,27,? 44.14,3,,0,0.00%,? 125.00,11,16,2,0.01%,0%,5.06993007
950537,19-08-2017,19-08-2017,Festive Offer Drive ,936,123516,40-44,M,22,1884,43,? 69.66,4,,3,75.00%,? 223.00,21,8,2,0.02%,1571560%,1.645435244
950550,19-08-2017,19-08-2017,Festive Offer Drive ,936,123519,30-34,M,23,219,10,? 16.27,1,,0,0.00%,? 254.00,24,4,5,0.02%,0%,15.06849315
950577,19-08-2017,19-08-2017,Festive Offer Drive ,936,123523,30-34,M,23,540,4,? 5.79,1,,0,0.00%,? 116.00,18,17,3,0.01%,0%,7.037037037
950578,19-08-2017,19-08-2017,Festive Offer Drive ,936,123523,30-34,M,23,550,24,? 42.08,2,,0,0.00%,? 198.00,17,5,4,0.02%,0%,4.727272727
950595,18-08-2017,18-08-2017,Festive Offer Drive ,936,123526,30-34,M,23,465,40,? 67.67,1,,0,0.00%,? 121.00,15,9,5,0.02%,0%,6.23655914
950609,18-08-2017,18-08-2017,Festive Offer Drive ,936,123528,30-34,M,23,1761,18,? 34.07,1,,0,0.00%,? 288.00,19,13,6,0.02%,0%,2.15786485
950629,23-08-2017,23-08-2017,Festive Offer Drive ,936,123532,30-34,M,24,152,23,? 41.72,4,,1,25.00%,? 209.00,12,15,9,0.01%,0%,23.68421053
950631,23-08-2017,23-08-2017,Festive Offer Drive ,936,123532,30-34,M,24,152,11,? 19.57,1,,0,0.00%,? 242.00,20,12,4,0.01%,0%,23.68421053
950649,23-08-2017,23-08-2017,Festive Offer Drive ,936,123535,30-34,M,24,429,31,? 57.37,1,,1,100.00%,? 148.00,18,16,9,0.01%,0%,10.02331002
950745,18-08-2017,18-08-2017,Festive Offer Drive ,936,123551,30-34,M,25,1514,10,? 17.37,2,,1,50.00%,? 263.00,15,13,2,0.01%,0%,1.981505945
950770,18-08-2017,18-08-2017,Festive Offer Drive ,936,123555,30-34,M,25,7780,59,? 100.29,0,,0,0.00%,? 165.00,14,8,8,0.02%,371062%,0.385604113
950772,18-08-2017,18-08-2017,Festive Offer Drive ,936,123556,35-39,M,25,460,3,? 3.71,2,,0,0.00%,? 289.00,23,1,7,0.01%,0%,6.739130435
950773,18-08-2017,18-08-2017,Festive Offer Drive ,936,123556,35-39,M,26,471,14,? 23.21,1,,0,0.00%,? 224.00,21,17,8,0.01%,0%,9.766454352
950776,18-08-2017,18-08-2017,Festive Offer Drive ,936,123556,35-39,M,27,2633,103,? 177.89,10,,1,10.00%,? 138.00,20,3,2,0.02%,1279720%,0.949487277
950787,18-08-2017,18-08-2017,Festive Offer Drive ,936,123558,30-34,M,27,199,43,? 66.77,2,,1,50.00%,? 127.00,21,4,8,0.02%,0%,16.58291457
950808,22-08-2017,22-08-2017,Festive Offer Drive ,936,123562,35-39,M,27,398,25,? 32.68,4,,0,0.00%,? 188.00,17,2,3,0.02%,0%,5.527638191
950839,22-08-2017,22-08-2017,Festive Offer Drive ,936,123567,30-34,M,28,246,233,? 420.58,11,,8,72.73%,? 203.00,11,11,4,0.02%,0%,10.56910569
950878,19-08-2017,19-08-2017,Festive Offer Drive ,936,123573,40-44,M,28,2967,52,? 87.55,1,,0,0.00%,? 181.00,22,3,6,0.01%,1196667%,1.044826424
